state,city,total_records,anomalies,avg_score,anomaly_rate_percent
Uttar_Pradesh,Varanasi,264840,1730,0.0003113597496038285,0.6532245884307506
Bihar,Purnia,264840,1719,0.0003243938943739726,0.6490711372904395
Bihar,Darbhanga,264840,1703,0.00031614348896023587,0.6430297538136234
Madhya_Pradesh,Gwalior,264840,1703,0.000339344220635482,0.6430297538136234
Uttar_Pradesh,Lucknow,264840,1689,0.0002999017752673241,0.6377435432714091
Chandigarh,Chandigarh,264840,1675,0.0004012913931861077,0.6324573327291949
Gujarat,Surat,264840,1635,0.0002890490893949548,0.6173538740371546
Gujarat,Bhavnagar,264840,1594,0.00028675149130270514,0.601872828877813
Bihar,Muzaffarpur,264840,1526,0.00031664404050501166,0.5761969491013442
Mizoram,Lunglei,264840,1504,0.0004723764063032853,0.567890046820722
Uttar_Pradesh,Kanpur,264840,1502,0.0002948874424827342,0.5671348738861199
West_Bengal,Murshidabad,264840,1492,0.0003291970236513115,0.5633590092131098
Bihar,Patna,264840,1452,0.00032235126437524394,0.5482555505210693
Uttar_Pradesh,Meerut,264840,1416,0.0003414635104779372,0.534662437698233
Uttar_Pradesh,Jhansi,264840,1383,0.0003531516870577143,0.5222020842772995
Mizoram,Aizawl,264840,1351,0.000443160617241356,0.5101193173236671
Kerala,Idukki,264840,1299,0.00037068490807398854,0.4904848210240145
Maharashtra,Kolhapur,264840,1293,0.0003974330474693452,0.4882193022202084
Manipur,Thoubal,264840,1212,0.00045303795440047184,0.4576347983688264
Haryana,Karnal,264840,1208,0.0003433180030129063,0.4561244524996224
Telangana,Hyderabad,264840,1191,0.00033110652739876877,0.4497054825555052
Uttar_Pradesh,Gorakhpur,264840,1169,0.0002959545302142373,0.441398580274883
Tripura,Agartala,264840,1152,0.0003229821720140445,0.4349796103307657
Bihar,Bhagalpur,264840,1146,0.00031140502878282595,0.4327140915269596
Chhattisgarh,Bilaspur,264840,1145,0.00034101956715829567,0.4323365050596587
Uttar_Pradesh,Allahabad,264840,1132,0.00029205484275713543,0.4274278809847455
Punjab,Patiala,264840,1068,0.00034633367873305944,0.4032623470774807
Bihar,Gaya,264840,990,0.0002779365164445382,0.3738106026280018
Punjab,Ludhiana,264840,934,0.0003410350531708863,0.35266576045914516
Uttar_Pradesh,Bareilly,264840,928,0.00030470162355951576,0.35040024165533906
Nagaland,Kohima,264840,926,0.0003839797876404762,0.34964506872073703
Karnataka,Kalaburagi,264840,911,0.00029117635513943146,0.34398127171122184
Madhya_Pradesh,Rewa,264840,904,0.0003578236735112897,0.3413381664401148
Karnataka,Shivamogga,264840,834,0.0003997486935950967,0.31490711372904395
Karnataka,Mysuru,264840,812,0.0004251769142175819,0.3066002114484217
Chhattisgarh,Raipur,264840,791,0.00033167051691553983,0.2986708956351004
Chhattisgarh,Durg,264840,747,0.00033143660179990223,0.28205709107385596
Maharashtra,Nagpur,264840,733,0.0003363766982694069,0.2767708805316417
Haryana,Ambala,264840,706,0.00034613840116343603,0.26657604591451445
Punjab,Jalandhar,264840,687,0.00033174295974638517,0.2594019030357952
Tripura,Udaipur_TR,264840,619,0.0002866492392682054,0.2337260232593264
Kerala,Wayanad,264840,618,0.0004081891381734956,0.23334843679202535
Tamil_Nadu,Ooty,264840,617,0.00035022589011111395,0.23297085032472437
Assam,Silchar,264840,552,0.00030680988872734227,0.20842772995015857
Maharashtra,Solapur,264840,552,0.0002768679395318328,0.20842772995015857
Punjab,Gurdaspur,264840,548,0.00033619304571933894,0.20691738408095453
Odisha,Cuttack,264840,517,0.00027286425927633846,0.19521220359462316
Manipur,Churachandpur,264840,514,0.00045920404329002456,0.19407944419272014
Meghalaya,Shillong,264840,509,0.0003805941555723214,0.19219151185621508
